season,cutoff,wk,n_rows,n_fcsdiv,n_nonfbs,n_link_games,n_nn_games,lamf_off,lamf_def,pi_prior_nonfbs,pi_prior_fcsdiv,pi_data_pts_fcsdiv,free_gap,insample_link_resid,mean_prior_fbs_power
2022,2022-09-26,6,1016,130,167,104,203,3.28332948265101,3.16905817103283,0.71489502309058,0.681427714996984,0.262207779550418,-9.44330538619898,7.16573899139041,-5.42399034931374e-17
2022,2022-10-03,7,1262,130,169,109,260,3.28332948265101,3.16905817103283,0.703728807964825,0.668550706008447,0.272411546788176,-9.6501315309322,7.4828555535294,-5.42399034931374e-17
2022,2022-10-10,8,1484,130,170,110,315,3.28332948265101,3.16905817103283,0.700539871149563,0.664996965731915,0.275212224577711,-9.73013135854577,7.65009118009615,-5.42399034931374e-17
2022,2022-10-17,9,1704,130,171,112,372,3.28332948265101,3.16905817103283,0.69669621815472,0.660632025145771,0.278634216754624,-9.59656910453909,7.55311284545825,-5.42399034931374e-17
2022,2022-10-24,10,1926,130,172,113,429,3.28332948265101,3.16905817103283,0.694365586925602,0.657758074104954,0.280877149386537,-9.57328614013901,7.58228008932052,-5.42399034931374e-17
2022,2022-10-31,11,2144,130,174,114,490,3.28332948265101,3.16905817103283,0.693586685581628,0.655783653113934,0.282459131377782,-9.6238267400364,7.60956609463585,-5.42399034931374e-17
2022,2022-11-07,12,2382,130,174,114,548,3.28332948265101,3.16905817103283,0.692581939909252,0.654826161307039,0.28326160971443,-9.57482028002691,7.61483518370921,-5.42399034931374e-17
2022,2022-11-14,13,2618,130,175,115,613,3.28332948265101,3.16905817103283,0.690763738142567,0.652306302788951,0.285255926874024,-9.66444639316474,7.69401466911345,-5.42399034931374e-17
2022,2022-11-21,14,2872,130,175,119,673,3.28332948265101,3.16905817103283,0.682215677577456,0.64308554727324,0.29256664961643,-9.73402058221295,7.80503974380288,-5.42399034931374e-17
2022,2022-11-28,15,3024,130,175,119,683,3.28332948265101,3.16905817103283,0.682005532099791,0.64291333704213,0.29269795753316,-9.7756960398068,7.83367712030008,-5.42399034931374e-17
2022,2022-12-05,16,3090,130,175,120,694,3.28332948265101,3.16905817103283,0.679541082826327,0.64029204162101,0.294773251335258,-9.90528991728257,8.0505317081278,-5.42399034931374e-17
2022,2022-12-12,17,3104,130,175,120,698,3.28332948265101,3.16905817103283,0.679514143022421,0.640261570987764,0.294793702539067,-9.91142798479109,8.05197886062703,-5.42399034931374e-17
2022,2022-12-19,18,3122,130,175,120,701,3.28332948265101,3.16905817103283,0.679506224323853,0.640254861805245,0.294799831421477,-9.9143479692232,8.05356463919359,-5.42399034931374e-17
2022,2022-12-26,19,3140,130,175,120,701,3.28332948265101,3.16905817103283,0.679498080667184,0.640245657243856,0.294807146853663,-9.91454390366011,8.05418963476368,-5.42399034931374e-17
2022,2023-01-02,20,3182,130,175,120,701,3.28332948265101,3.16905817103283,0.679441842373894,0.640184792490437,0.294851203395505,-9.90802340073433,8.05429517817018,-5.42399034931374e-17
2022,2023-01-09,21,3192,130,175,120,701,3.28332948265101,3.16905817103283,0.679410281031536,0.640150353493692,0.294880428024294,-9.90146994214705,8.05048291419038,-5.42399034931374e-17
2023,2023-08-28,2,16,6,6,0,3,3.17597105215748,3.11139226367164,1,1,0,,,-1.35564074585809e-15
2023,2023-09-04,3,260,113,129,38,48,3.17597105215748,3.11139226367164,0.878557778333947,0.86881206706883,0.10555486228932,-10.4118589880151,6.35507166155546,-1.35564074585809e-15
2023,2023-09-11,4,524,120,149,73,95,3.17597105215748,3.11139226367164,0.783515183007055,0.760132749748122,0.193111184806375,-8.8437508948529,5.94590735962386,-1.35564074585809e-15
2023,2023-09-18,5,778,128,162,99,146,3.17597105215748,3.11139226367164,0.724324834454967,0.694990780342784,0.245671846076075,-9.00851408082557,6.75558936942273,-1.35564074585809e-15
2023,2023-09-25,6,1028,128,166,105,201,3.17597105215748,3.11139226367164,0.711628816184447,0.67854213239019,0.258840279535433,-9.05357262277212,6.96834748919878,-1.35564074585809e-15
2023,2023-10-02,7,1264,128,168,108,259,3.17597105215748,3.11139226367164,0.703130907548707,0.66801436122655,0.267236057828087,-9.05436508765441,7.14295432369814,-1.35564074585809e-15
2023,2023-10-09,8,1468,128,168,110,311,3.17597105215748,3.11139226367164,0.697067729553989,0.661869636498259,0.272139454532616,-8.98134662074035,7.12875407038873,-1.35564074585809e-15
2023,2023-10-16,9,1696,128,168,110,367,3.17597105215748,3.11139226367164,0.6954868924887,0.660171401424947,0.273487668139414,-8.82184753602428,7.04714074676098,-1.35564074585809e-15
2023,2023-10-23,10,1910,128,168,110,421,3.17597105215748,3.11139226367164,0.694131800279474,0.658911481976335,0.274482135890745,-8.84575054477371,7.12550559770793,-1.35564074585809e-15
2023,2023-10-30,11,2138,128,168,110,483,3.17597105215748,3.11139226367164,0.692698837055836,0.657420886150053,0.275670537776392,-8.89609911157161,7.23092328442803,-1.35564074585809e-15
2023,2023-11-06,12,2396,128,168,113,545,3.17597105215748,3.11139226367164,0.685444698747322,0.649650030946655,0.282402397729513,-8.71564672268429,7.12790563529124,-1.35564074585809e-15
2023,2023-11-13,13,2620,128,168,114,603,3.17597105215748,3.11139226367164,0.683072738264748,0.647043547124051,0.284479709485164,-8.65822428769213,7.16737482284099,-1.35564074585809e-15
2023,2023-11-20,14,2884,128,169,118,662,3.17597105215748,3.11139226367164,0.675384903613277,0.637869472514005,0.29179235016577,-8.47858356170791,7.09021791611442,-1.35564074585809e-15
2023,2023-11-27,15,3038,128,169,118,676,3.17597105215748,3.11139226367164,0.675131877363269,0.637723870828595,0.291908236967905,-8.49777029888659,7.11567939028768,-1.35564074585809e-15
2023,2023-12-04,16,3096,128,169,118,683,3.17597105215748,3.11139226367164,0.675077828503174,0.637676978407163,0.291943900865681,-8.49779333983823,7.12072410144984,-1.35564074585809e-15
2023,2023-12-11,17,3112,128,169,118,688,3.17597105215748,3.11139226367164,0.675003462691517,0.637621067897201,0.291988703493882,-8.48581323780219,7.11200189315569,-1.35564074585809e-15
2023,2023-12-18,18,3128,128,169,118,692,3.17597105215748,3.11139226367164,0.674931230269952,0.637564459318567,0.292034464593179,-8.45205460437492,7.08309955045373,-1.35564074585809e-15
2023,2023-12-25,19,3148,128,169,118,692,3.17597105215748,3.11139226367164,0.67492473357702,0.637556734114807,0.292040500109123,-8.4522806042588,7.08328944353079,-1.35564074585809e-15
2023,2024-01-01,20,3192,128,169,118,692,3.17597105215748,3.11139226367164,0.674872611824611,0.637499400755946,0.292087257144027,-8.44945547163654,7.08413053750035,-1.35564074585809e-15
2023,2024-01-08,21,3202,128,169,118,692,3.17597105215748,3.11139226367164,0.674814446529208,0.637435843098913,0.292138686315287,-8.44002585372418,7.07743627168037,-1.35564074585809e-15
2024,2024-08-26,2,10,7,7,1,3,3.17597105215748,3.11139226367164,0.965820776343944,0.965820776343944,0.0273433789248448,-1.03529691868756,4.66593223162062,5.23627575793357e-16
2024,2024-09-02,3,238,104,114,53,33,3.17597105215748,3.11139226367164,0.820750830506564,0.810402395422529,0.154173255548889,-12.0325680107742,8.19781725449835,5.23627575793357e-16
2024,2024-09-09,4,508,121,149,86,87,3.17597105215748,3.11139226367164,0.752073759015699,0.725932953704831,0.222143607403316,-10.7281594197625,7.6228781117558,5.23627575793357e-16
2024,2024-09-16,5,760,121,160,101,144,3.17597105215748,3.11139226367164,0.719745117605327,0.681235947703392,0.257847927678741,-10.6022752977553,7.78021997182707,5.23627575793357e-16
2024,2024-09-23,6,994,129,171,109,200,3.17597105215748,3.11139226367164,0.707532323782666,0.670568101945554,0.266154611312655,-10.9089040852427,8.22047734968562,5.23627575793357e-16
2024,2024-09-30,7,1210,129,173,114,252,3.17597105215748,3.11139226367164,0.697275794552459,0.657771293351901,0.276357677889697,-10.8542145751026,8.17106151136102,5.23627575793357e-16
2024,2024-10-07,8,1430,129,175,114,311,3.17597105215748,3.11139226367164,0.696537774991865,0.655692582893421,0.278014349535713,-11.0823072260862,8.49483139358653,5.23627575793357e-16
2024,2024-10-14,9,1644,129,175,114,367,3.17597105215748,3.11139226367164,0.694940375481711,0.654308985112494,0.279114455844304,-11.0505473497165,8.55314272193834,5.23627575793357e-16
2024,2024-10-21,10,1876,129,177,114,422,3.17597105215748,3.11139226367164,0.694865955318551,0.653013215912612,0.280152783304999,-11.0038516263938,8.59412483326921,5.23627575793357e-16
2024,2024-10-28,11,2104,129,177,115,481,3.17597105215748,3.11139226367164,0.692143389915566,0.649998175668698,0.282571135895291,-10.978694901482,8.65054872378832,5.23627575793357e-16
2024,2024-11-04,12,2324,129,177,116,539,3.17597105215748,3.11139226367164,0.688937414257623,0.646503252282268,0.28536080595476,-10.9671463063348,8.71571946591044,5.23627575793357e-16
2024,2024-11-11,13,2522,129,177,116,599,3.17597105215748,3.11139226367164,0.688281955830853,0.645883943517459,0.285862198630073,-11.0121384198482,8.79250619590953,5.23627575793357e-16
2024,2024-11-18,14,2754,129,177,118,659,3.17597105215748,3.11139226367164,0.683601583824587,0.640621300502711,0.290057942032681,-10.771968428317,8.67454866015321,5.23627575793357e-16
2024,2024-11-25,15,3004,129,177,121,721,3.17597105215748,3.11139226367164,0.677376679097841,0.633636719391773,0.295624182404659,-10.5385573807698,8.4498634576284,5.23627575793357e-16
2024,2024-12-02,16,3166,129,177,121,732,3.17597105215748,3.11139226367164,0.67706695735955,0.633474010199609,0.295756137120058,-10.5798670412027,8.50483617038934,5.23627575793357e-16
2024,2024-12-09,17,3220,129,177,121,741,3.17597105215748,3.11139226367164,0.676988955311121,0.63338428120408,0.295829299834553,-10.5789034589251,8.50989227556604,5.23627575793357e-16
2024,2024-12-16,18,3240,129,177,121,747,3.17597105215748,3.11139226367164,0.676947435886391,0.633336261016818,0.295869742747177,-10.5803630020686,8.51507977250666,5.23627575793357e-16
2024,2024-12-23,19,3264,129,177,121,749,3.17597105215748,3.11139226367164,0.676914471978892,0.633303260785367,0.295897015533919,-10.5907084932725,8.52615471069104,5.23627575793357e-16
2024,2024-12-30,20,3300,129,177,121,749,3.17597105215748,3.11139226367164,0.676891161768822,0.633276212479671,0.29591811827216,-10.6069052769738,8.54252432896389,5.23627575793357e-16
2024,2025-01-06,21,3330,129,177,121,749,3.17597105215748,3.11139226367164,0.676855334736986,0.633234891499705,0.29595112233561,-10.6145544394556,8.55114452629022,5.23627575793357e-16
2024,2025-01-20,22,3336,129,177,121,750,3.17597105215748,3.11139226367164,0.676854958371537,0.633234443388045,0.29595141678404,-10.6148999733496,8.55150942779595,5.23627575793357e-16
2025,2025-08-25,2,16,7,7,1,3,3.17597105215748,3.11139226367164,0.96546292020024,0.96546292020024,0.027629663839808,7.01575650619422,-4.58913587078375,1.43675920833844e-15
2025,2025-09-01,3,238,105,116,41,40,3.17597105215748,3.11139226367164,0.862196814004225,0.853540427064132,0.117167658348694,-11.3220802387351,5.78136864114853,1.43675920833844e-15
2025,2025-09-08,4,518,120,141,77,89,3.17597105215748,3.11139226367164,0.768595234933747,0.749516400647643,0.200386879481886,-10.7403823970657,6.84806467054496,1.43675920833844e-15
2025,2025-09-15,5,762,121,157,101,143,3.17597105215748,3.11139226367164,0.714939405603574,0.680890996790221,0.255287202567823,-10.8414480457592,7.71907355593294,1.43675920833844e-15
2025,2025-09-22,6,994,129,173,114,195,3.17597105215748,3.11139226367164,0.70115631327375,0.663484454812913,0.269212436149669,-11.1121777458962,7.89079515914394,1.43675920833844e-15
2025,2025-09-29,7,1224,129,174,118,251,3.17597105215748,3.11139226367164,0.691783810295569,0.652511882582012,0.27799049393439,-11.1563828469462,8.12205492477543,1.43675920833844e-15
2025,2025-10-06,8,1444,129,176,119,310,3.17597105215748,3.11139226367164,0.689498217186889,0.648560171599594,0.281151862720325,-11.1287321131641,8.13602889009627,1.43675920833844e-15
2025,2025-10-13,9,1664,129,179,119,367,3.17597105215748,3.11139226367164,0.689827887058543,0.647114916028528,0.282308067177177,-11.2477327362383,8.33723801085386,1.43675920833844e-15
