split,n,sd_u,sd_after_c2,sd_after_prior,sd_after_flat,cor_c2,cor_prior,spearman_c2,mae_c2_offset_removed,mae_flat_offset_removed,sd_c2_rating,sd_prior_rating
dev,335,18.8435966002671,16.3187423484597,16.8839758437463,18.8435966002671,0.502226376702818,0.456895072664307,0.47380367197375,12.8244408584672,14.8677112481799,8.57898764820177,6.58178971544997
cond,212,17.4319934543448,15.7404708955371,16.1811531632236,17.4319934543448,0.431182323559382,0.372004172020725,0.406082925164328,12.5171204752827,13.7769485097621,8.13588963105231,6.39748446932677
