split,n,slope_on_rating,se,slope_on_centred_rating,se_c,mean_u,mean_rating,slope_prior_part,se_p,slope_update_part,se_upd,free_coef_fbs,se_fbs,free_coef_fcs,se_fcs
dev,335,1.10313146873284,0.104085269408589,1.14241219868843,0.105231118851605,-28.25547994302,-17.5308137768761,1.35639254360723,0.136325701792585,0.835934342970564,0.162338352780322,0.812466843902364,0.0780311760540449,-1.06528922574556,0.10343371044084
cond,212,0.923853171904955,0.133403241417769,0.917764163737102,0.136183806065131,-30.3884071260903,-19.0746360453608,0.989240829295549,0.171992275608595,0.816692596066502,0.22400502102182,0.832184279864114,0.0893671712202663,-0.882011697598474,0.134208547486576
