split,arm,J,fbsfbs_n,fbsfbs_logloss,fbsfbs_brier,fbsfbs_mae,fbsfbs_rmse,fbsfbs_winners,fbsfbs_calib_slope,fbsfbs_calib_slope_site,fbsfbs_p4g5,fbsfcs_n,fbsfcs_bias,fbsfcs_mae,fbsfcs_rmse,fbsfcs_winners,fbsfcs_logloss,fbsfcs_brier,fbsfcs_pred_sd,fbsfcs_pred_mean,fbsfcs_fcs_mean,fcsfcs_n,fcsfcs_mae,fcsfcs_rmse,fcsfcs_bias,fcsfcs_calib_slope,fcsfcs_spearman,family
cond,L_last_n20,0.474871463298124,2398,0.529516807157986,0.179716055587385,12.2679998774215,15.4268951115592,0.721017514595496,0.981031569986129,0.982114345103234,0.338165532867354,365,0.382468777853891,12.3109274999943,15.2981325148605,0.961643835616438,0.115859039802354,0.0312030700944486,12.5284279006642,31.8263043942923,-29.7779695240766,1878,12.4413711746805,15.8973139449137,0.13055883262986,1.07437362987674,0.614268373307897,L
cond,L_rolling3_n0,0.481132147769226,2398,0.529484570045986,0.179698041091731,12.2654973513453,15.4261564694156,0.721017514595496,0.981012801880028,0.982117911543994,0.343406316565047,365,-3.90679181678359,14.0299803951276,17.5408926690652,0.956164383561644,0.163463357030399,0.0450300167667646,14.6284091946133,27.5370437996548,-25.4864192848812,1878,12.4447635282569,15.9014457415503,0.122381720324583,1.07438206050706,0.614138519493803,L
cond,L_rolling3_n20,0.47503324477147,2398,0.529517219352231,0.179714220259784,12.2673231801765,15.4266736648824,0.721017514595496,0.981075070065546,0.982159078246255,0.340689708026795,365,-0.014406086108843,12.2809897621729,15.2857226196778,0.961643835616438,0.117080995334028,0.0313997022085958,12.533476727373,31.4294295303295,-29.3901125992952,1878,12.4420457799934,15.8970487659831,0.132377263674751,1.07404951500999,0.614267995451837,L
cond,M00,0.48781745967031,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,-11.7338052159592,15.5286323655914,19.3278914404858,0.93972602739726,0.208050645622833,0.0545852120212624,12.4628246728162,19.7100304004792,-18.188544025154,,,,,,,M
cond,M04,0.481688679850271,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,-7.73380521595916,13.7802654442241,17.1958409450521,0.953424657534246,0.161656621944024,0.0405920262521856,12.4628246728162,23.7100304004792,-18.188544025154,,,,,,,M
cond,M06,0.479500701512263,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,-5.73380521595916,13.1238890229334,16.3939539142848,0.958904109589041,0.145093925648363,0.0364011499472825,12.4628246728162,25.7100304004792,-18.188544025154,,,,,,,M
cond,M08,0.477823477949673,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,-3.73380521595916,12.6181930683776,15.8059009259156,0.961643835616438,0.132397573036217,0.0336497605184098,12.4628246728162,27.7100304004792,-18.188544025154,,,,,,,M
cond,M10,0.476605255553722,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,-1.73380521595916,12.3692634056874,15.4561082817125,0.964383561643836,0.123175796378651,0.0320373505610813,12.4628246728162,29.7100304004792,-18.188544025154,,,,,,,M
cond,M12,0.475797440423858,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,0.266194784040837,12.3689337710525,15.3608613805406,0.961643835616438,0.117060746505185,0.0312926820907448,12.4628246728162,31.7100304004792,-18.188544025154,,,,,,,M
cond,M14,0.47535489653048,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.720183486238532,0.983334072821443,0.984504148534084,0.484793513531429,365,2.26619478404084,12.5541764633874,15.5248459408893,0.961643835616438,0.113710749854754,0.0311794036663261,12.4628246728162,33.7100304004792,-18.188544025154,,,,,,,M
