seasons,n,weighted_mean,slope_per_season,slope_se_model,slope_se_overdispersed,slope_p_model,Q_constant,p_constant,Q_linear,p_linear,mean_2013_2016,mean_2017_2022,mean_2023_2025
2013-2025,12,-28.9191676748765,-0.111851719916498,0.101657183355331,0.101657183355331,0.271208625763089,8.59112670393775,0.659575343306122,7.38050295789424,0.689100722169838,-28.7534466202244,-28.4515369170044,-29.7078859709138
