"season","week","game_id","offense_play","defense_play","EPA","play_type","home","away","period","clock_minutes","clock_seconds","offense_score","defense_score"
2025,1,401752666,"Alabama A&M","Arkansas",0.0376238128565181,"Timeout","Arkansas","Alabama A&M",4,8,28,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.109508534534253,"Pass Reception","Arkansas","Alabama A&M",4,8,15,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.0533995141588743,"Punt","Arkansas","Alabama A&M",4,7,36,7,52
2025,1,401752666,"Arkansas","Alabama A&M",-0.263775753885594,"Penalty","Arkansas","Alabama A&M",4,7,36,52,7
2025,1,401752666,"Arkansas","Alabama A&M",-0.153502380384512,"Rush","Arkansas","Alabama A&M",4,7,28,52,7
2025,1,401752666,"Arkansas","Alabama A&M",-0.643430573524076,"Rush","Arkansas","Alabama A&M",4,6,55,52,7
2025,1,401752666,"Arkansas","Alabama A&M",-1.0777653786127,"Pass Incompletion","Arkansas","Alabama A&M",4,6,21,52,7
2025,1,401752666,"Arkansas","Alabama A&M",0.669069894245581,"Punt","Arkansas","Alabama A&M",4,6,13,52,7
2025,1,401752666,"Alabama A&M","Arkansas",0.0383856634723574,"Rush","Arkansas","Alabama A&M",4,6,5,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.400535144093871,"Rush","Arkansas","Alabama A&M",4,5,20,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.348924483153378,"Pass Reception","Arkansas","Alabama A&M",4,4,35,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.0399167214683662,"Punt","Arkansas","Alabama A&M",4,3,52,7,52
2025,1,401752666,"Arkansas","Alabama A&M",-1.23778619706172,"Rush","Arkansas","Alabama A&M",4,3,37,52,7
2025,1,401752666,"Arkansas","Alabama A&M",-0.033261396123546,"Timeout","Arkansas","Alabama A&M",4,3,7,52,7
2025,1,401752666,"Arkansas","Alabama A&M",-0.228137542464774,"Rush","Arkansas","Alabama A&M",4,2,56,52,7
2025,1,401752666,"Arkansas","Alabama A&M",-0.661416296056778,"Pass Incompletion","Arkansas","Alabama A&M",4,2,29,52,7
2025,1,401752666,"Arkansas","Alabama A&M",0.194967563281045,"Punt","Arkansas","Alabama A&M",4,2,18,52,7
2025,1,401752666,"Alabama A&M","Arkansas",1.27029372927706,"Rush","Arkansas","Alabama A&M",4,2,13,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.00917945151713206,"Timeout","Arkansas","Alabama A&M",4,2,0,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.192816096631737,"Rush","Arkansas","Alabama A&M",4,1,51,7,52
2025,1,401752666,"Alabama A&M","Arkansas",-0.239947459469782,"Rush","Arkansas","Alabama A&M",4,1,9,7,52
2025,1,401752666,"Alabama A&M","Arkansas",0,"Rush","Arkansas","Alabama A&M",4,0,0,7,52
2025,1,401752666,"Alabama A&M","Arkansas",NA,"End of Game","Arkansas","Alabama A&M",4,0,0,7,52
2025,1,401752667,"Auburn","Baylor",0.0107145393117906,"Kickoff","Baylor","Auburn",1,15,0,0,0
2025,1,401752667,"Baylor","Auburn",-1.10422991522231,"Pass Reception","Baylor","Auburn",1,14,40,0,0
2025,1,401752667,"Baylor","Auburn",-1.10869621895299,"Pass Incompletion","Baylor","Auburn",1,14,29,0,0
2025,1,401752667,"Baylor","Auburn",-0.353480154148731,"Penalty","Baylor","Auburn",1,14,29,0,0
2025,1,401752667,"Baylor","Auburn",3.81956207567159,"Pass Reception","Baylor","Auburn",1,14,19,0,0
2025,1,401752667,"Baylor","Auburn",2.54991754039436,"Rush","Baylor","Auburn",1,13,51,0,0
2025,1,401752667,"Baylor","Auburn",-1.05223645073141,"Sack","Baylor","Auburn",1,13,20,0,0
2025,1,401752667,"Baylor","Auburn",1.56622977780958,"Pass Reception","Baylor","Auburn",1,13,1,0,0
2025,1,401752667,"Baylor","Auburn",1.38213790554668,"Rush","Baylor","Auburn",1,12,24,0,0
2025,1,401752667,"Baylor","Auburn",-0.681270439922325,"Pass Incompletion","Baylor","Auburn",1,12,18,0,0
2025,1,401752667,"Baylor","Auburn",1.42857949949667,"Rush","Baylor","Auburn",1,12,8,0,0
2025,1,401752667,"Baylor","Auburn",-0.561472068519988,"Rush","Baylor","Auburn",1,11,46,0,0
2025,1,401752667,"Baylor","Auburn",-0.862968178499078,"Rush","Baylor","Auburn",1,11,14,0,0
2025,1,401752667,"Baylor","Auburn",-1.46530013403599,"Pass Incompletion","Baylor","Auburn",1,10,40,0,0
2025,1,401752667,"Baylor","Auburn",1.08402664489731,"Field Goal Good","Baylor","Auburn",1,10,36,3,0
2025,1,401752667,"Baylor","Auburn",0.00368545816286747,"Kickoff","Baylor","Auburn",1,10,36,3,0
2025,1,401752667,"Auburn","Baylor",-0.929773608355381,"Rush","Baylor","Auburn",1,10,29,0,3
2025,1,401752667,"Auburn","Baylor",-1.10275288070079,"Pass Incompletion","Baylor","Auburn",1,10,1,0,3
2025,1,401752667,"Auburn","Baylor",-1.23736123965242,"Rush","Baylor","Auburn",1,9,38,0,3
2025,1,401752667,"Auburn","Baylor",0.404940519539332,"Punt","Baylor","Auburn",1,9,14,0,3
2025,1,401752667,"Baylor","Auburn",-0.870690590053822,"Rush","Baylor","Auburn",1,9,8,3,0
2025,1,401752667,"Baylor","Auburn",4.01093886727169,"Pass Reception","Baylor","Auburn",1,8,33,3,0
2025,1,401752667,"Baylor","Auburn",-0.0514324466355465,"Rush","Baylor","Auburn",1,8,23,3,0
2025,1,401752667,"Baylor","Auburn",-0.269619394398084,"Rush","Baylor","Auburn",1,7,36,3,0
2025,1,401752667,"Baylor","Auburn",-1.5439701920419,"Rush","Baylor","Auburn",1,6,58,3,0
2025,1,401752667,"Baylor","Auburn",-2.30862743180378,"Pass Incompletion","Baylor","Auburn",1,6,27,3,0
2025,1,401752667,"Auburn","Baylor",-0.12877495851154,"Rush","Baylor","Auburn",1,6,21,0,3
2025,1,401752667,"Auburn","Baylor",1.5663099331811,"Rush","Baylor","Auburn",1,5,44,0,3
2025,1,401752667,"Auburn","Baylor",-0.360298932689111,"Rush","Baylor","Auburn",1,5,2,0,3
2025,1,401752667,"Auburn","Baylor",-1.08599607846121,"Pass Incompletion","Baylor","Auburn",1,4,30,0,3
2025,1,401752667,"Auburn","Baylor",2.5638575213872,"Rush","Baylor","Auburn",1,4,18,0,3
2025,1,401752667,"Auburn","Baylor",0.0102995167845874,"Timeout","Baylor","Auburn",1,4,18,0,3
2025,1,401752667,"Auburn","Baylor",0.612645870210383,"Pass Reception","Baylor","Auburn",1,3,51,0,3
2025,1,401752667,"Auburn","Baylor",0.315200606741668,"Rush","Baylor","Auburn",1,3,39,0,3
2025,1,401752667,"Auburn","Baylor",-0.397131321541061,"Penalty","Baylor","Auburn",1,3,12,0,3
2025,1,401752667,"Auburn","Baylor",-0.113189546273067,"Penalty","Baylor","Auburn",1,2,54,0,3
2025,1,401752667,"Auburn","Baylor",-0.243400333907603,"Rush","Baylor","Auburn",1,2,23,0,3
2025,1,401752667,"Auburn","Baylor",2.95347077580669,"Pass Reception","Baylor","Auburn",1,1,56,0,3
2025,1,401752667,"Auburn","Baylor",0.903739109650181,"Rush","Baylor","Auburn",1,1,42,0,3
2025,1,401752667,"Auburn","Baylor",-0.302702552289675,"Rush","Baylor","Auburn",1,1,17,0,3
2025,1,401752667,"Auburn","Baylor",2.56123826197214,"Rushing Touchdown","Baylor","Auburn",1,0,34,7,3
2025,1,401752667,"Auburn","Baylor",0.866928315256823,"Kickoff Return (Offense)","Baylor","Auburn",1,0,28,7,3
2025,1,401752667,"Baylor","Auburn",NA,"End Period","Baylor","Auburn",1,0,0,3,7
2025,1,401752667,"Baylor","Auburn",-0.533821805360929,"Rush","Baylor","Auburn",1,0,0,3,7
2025,1,401752667,"Baylor","Auburn",-1.71241209669144,"Sack","Baylor","Auburn",2,14,53,3,7
2025,1,401752667,"Baylor","Auburn",-1.36298656656849,"Pass Incompletion","Baylor","Auburn",2,14,21,3,7
2025,1,401752667,"Baylor","Auburn",-0.534566435869108,"Punt","Baylor","Auburn",2,14,14,3,7
2025,1,401752667,"Auburn","Baylor",0.852952908350658,"Pass Reception","Baylor","Auburn",2,13,58,7,3
2025,1,401752667,"Auburn","Baylor",-0.0174764755280079,"Rush","Baylor","Auburn",2,13,36,7,3
2025,1,401752667,"Auburn","Baylor",0.627318211919242,"Rush","Baylor","Auburn",2,12,59,7,3
2025,1,401752667,"Auburn","Baylor",0.739025265284168,"Rush","Baylor","Auburn",2,12,15,7,3
2025,1,401752667,"Auburn","Baylor",0.0367535000442816,"Rush","Baylor","Auburn",2,11,33,7,3
2025,1,401752667,"Auburn","Baylor",0.584750643730494,"Rush","Baylor","Auburn",2,11,2,7,3
2025,1,401752667,"Auburn","Baylor",1.88679960851017,"Rushing Touchdown","Baylor","Auburn",2,10,29,14,3
2025,1,401752667,"Auburn","Baylor",0.000738781689846979,"Kickoff","Baylor","Auburn",2,10,29,14,3
2025,1,401752667,"Baylor","Auburn",0.951919095617665,"Pass Reception","Baylor","Auburn",2,10,18,3,14
2025,1,401752667,"Baylor","Auburn",-0.164778156669899,"Rush","Baylor","Auburn",2,10,0,3,14
2025,1,401752667,"Baylor","Auburn",-0.300325698734973,"Rush","Baylor","Auburn",2,9,20,3,14
2025,1,401752667,"Baylor","Auburn",-1.66720655132481,"Pass Incompletion","Baylor","Auburn",2,8,50,3,14
2025,1,401752667,"Baylor","Auburn",1.10922904550983,"Pass Incompletion","Baylor","Auburn",2,8,43,3,14
2025,1,401752667,"Baylor","Auburn",3.50152956606292,"Penalty","Baylor","Auburn",2,8,43,3,14
2025,1,401752667,"Auburn","Baylor",0.284251681225463,"Rush","Baylor","Auburn",2,8,35,14,3
2025,1,401752667,"Auburn","Baylor",0.142846075019843,"Rush","Baylor","Auburn",2,8,3,14,3
2025,1,401752667,"Auburn","Baylor",0.895680858886541,"Pass Reception","Baylor","Auburn",2,7,44,14,3
2025,1,401752667,"Auburn","Baylor",-0.439672632937297,"Pass Incompletion","Baylor","Auburn",2,7,13,14,3
2025,1,401752667,"Auburn","Baylor",-0.650345438273238,"Rush","Baylor","Auburn",2,7,5,14,3
2025,1,401752667,"Auburn","Baylor",-0.544986547394019,"Pass Reception","Baylor","Auburn",2,6,15,14,3
2025,1,401752667,"Auburn","Baylor",0.179944659409295,"Field Goal Good","Baylor","Auburn",2,5,45,17,3
2025,1,401752667,"Auburn","Baylor",-0.00372175498422017,"Kickoff","Baylor","Auburn",2,5,45,17,3
2025,1,401752667,"Baylor","Auburn",0.98911754518561,"Pass Reception","Baylor","Auburn",2,5,32,3,17
2025,1,401752667,"Baylor","Auburn",0.69906893281895,"Rush","Baylor","Auburn",2,5,12,3,17
2025,1,401752667,"Baylor","Auburn",0.634852021301739,"Pass Reception","Baylor","Auburn",2,4,48,3,17
2025,1,401752667,"Baylor","Auburn",-0.040456558725642,"Pass Reception","Baylor","Auburn",2,4,32,3,17
2025,1,401752667,"Baylor","Auburn",-0.610246657058644,"Pass Incompletion","Baylor","Auburn",2,4,8,3,17
2025,1,401752667,"Baylor","Auburn",-0.620805570232607,"Rush","Baylor","Auburn",2,4,1,3,17
2025,1,401752667,"Baylor","Auburn",-1.22276952493063,"Pass Incompletion","Baylor","Auburn",2,3,28,3,17
2025,1,401752667,"Baylor","Auburn",6.73022129451576,"Passing Touchdown","Baylor","Auburn",2,3,21,10,17
2025,1,401752667,"Baylor","Auburn",-0.0272360475959368,"Kickoff","Baylor","Auburn",2,3,21,10,17
2025,1,401752667,"Auburn","Baylor",0.436555049324636,"Pass Reception","Baylor","Auburn",2,3,6,17,10
2025,1,401752667,"Auburn","Baylor",-0.126918700800451,"Rush","Baylor","Auburn",2,2,0,17,10
2025,1,401752667,"Auburn","Baylor",-0.245016670020892,"Rush","Baylor","Auburn",2,2,0,17,10
2025,1,401752667,"Auburn","Baylor",-0.0217760346330207,"Timeout","Baylor","Auburn",2,2,0,17,10
2025,1,401752667,"Auburn","Baylor",-0.190666029695275,"Rush","Baylor","Auburn",2,1,53,17,10
2025,1,401752667,"Auburn","Baylor",0.201043600595851,"Rush","Baylor","Auburn",2,1,41,17,10
2025,1,401752667,"Auburn","Baylor",0.145080568995635,"Rush","Baylor","Auburn",2,1,35,17,10
2025,1,401752667,"Auburn","Baylor",-0.916318888749734,"Fumble Recovery (Own)","Baylor","Auburn",2,1,1,17,10
2025,1,401752667,"Auburn","Baylor",-0.0183718393666447,"Timeout","Baylor","Auburn",2,1,1,17,10
2025,1,401752667,"Auburn","Baylor",-0.257328553514395,"Pass Incompletion","Baylor","Auburn",2,0,53,17,10
2025,1,401752667,"Auburn","Baylor",-0.26039586070127,"Rush","Baylor","Auburn",2,0,47,17,10
2025,1,401752667,"Auburn","Baylor",-0.00794435630837603,"Timeout","Baylor","Auburn",2,0,47,17,10
2025,1,401752667,"Auburn","Baylor",-1.25284180460581,"Punt","Baylor","Auburn",2,0,38,17,10
2025,1,401752667,"Baylor","Auburn",-0.24942768146772,"Pass Incompletion","Baylor","Auburn",2,0,33,10,17
2025,1,401752667,"Baylor","Auburn",-0.491348967355833,"Sack","Baylor","Auburn",2,0,27,10,17
2025,1,401752667,"Baylor","Auburn",-0.00333545226003998,"Timeout","Baylor","Auburn",2,0,27,10,17
2025,1,401752667,"Baylor","Auburn",0.146035966389444,"Pass Reception","Baylor","Auburn",2,0,21,10,17
2025,1,401752667,"Baylor","Auburn",1.04342963475388,"Penalty","Baylor","Auburn",2,0,14,10,17
2025,1,401752667,"Baylor","Auburn",-0.27085897903762,"Pass Incompletion","Baylor","Auburn",2,0,8,10,17
2025,1,401752667,"Baylor","Auburn",-0.011800147958491,"Timeout","Baylor","Auburn",2,0,8,10,17
2025,1,401752667,"Baylor","Auburn",-1.11010207811574,"Pass Incompletion","Baylor","Auburn",2,0,4,10,17
2025,1,401752667,"Baylor","Auburn",0,"Pass Reception","Baylor","Auburn",2,0,0,10,17
2025,1,401752667,"Baylor","Auburn",NA,"End of Half","Baylor","Auburn",2,0,0,10,17
2025,1,401752667,"Baylor","Auburn",0.00313064302558885,"Kickoff","Baylor","Auburn",3,15,0,10,17
2025,1,401752667,"Auburn","Baylor",-0.145831697241982,"Rush","Baylor","Auburn",3,14,54,17,10
2025,1,401752667,"Auburn","Baylor",1.28433503031357,"Rush","Baylor","Auburn",3,14,21,17,10
2025,1,401752667,"Auburn","Baylor",-0.324274691029367,"Rush","Baylor","Auburn",3,13,47,17,10
2025,1,401752667,"Auburn","Baylor",1.21693594419904,"Rush","Baylor","Auburn",3,12,58,17,10
2025,1,401752667,"Auburn","Baylor",0.217643363062162,"Rush","Baylor","Auburn",3,12,25,17,10
2025,1,401752667,"Auburn","Baylor",-0.935399316387694,"Pass Incompletion","Baylor","Auburn",3,11,48,17,10
2025,1,401752667,"Auburn","Baylor",-1.97576034038988,"Pass Incompletion","Baylor","Auburn",3,11,40,17,10
2025,1,401752667,"Auburn","Baylor",-0.778128645981271,"Penalty","Baylor","Auburn",3,11,31,17,10
2025,1,401752667,"Auburn","Baylor",1.02939209424729,"Punt","Baylor","Auburn",3,11,23,17,10
2025,1,401752667,"Baylor","Auburn",1.6227409630041,"Pass Reception","Baylor","Auburn",3,11,4,10,17
2025,1,401752667,"Baylor","Auburn",-0.757548846827168,"Rush","Baylor","Auburn",3,10,34,10,17
2025,1,401752667,"Baylor","Auburn",-1.12664056341139,"Pass Incompletion","Baylor","Auburn",3,10,6,10,17
2025,1,401752667,"Baylor","Auburn",-1.3373480596923,"Pass Incompletion","Baylor","Auburn",3,10,1,10,17
2025,1,401752667,"Baylor","Auburn",0.723638258104425,"Punt","Baylor","Auburn",3,9,52,10,17
2025,1,401752667,"Auburn","Baylor",1.50983855877196,"Rush","Baylor","Auburn",3,9,43,17,10
2025,1,401752667,"Auburn","Baylor",-0.589395864832797,"Rush","Baylor","Auburn",3,9,16,17,10
2025,1,401752667,"Auburn","Baylor",1.28465619900123,"Pass Reception","Baylor","Auburn",3,8,26,17,10
2025,1,401752667,"Auburn","Baylor",0.434240383669309,"Rush","Baylor","Auburn",3,8,0,17,10
2025,1,401752667,"Auburn","Baylor",0.0754138700643239,"Pass Reception","Baylor","Auburn",3,7,31,17,10
2025,1,401752667,"Auburn","Baylor",0.444618308281765,"Rush","Baylor","Auburn",3,7,9,17,10
2025,1,401752667,"Auburn","Baylor",-0.122460156975834,"Pass Reception","Baylor","Auburn",3,6,52,17,10
2025,1,401752667,"Auburn","Baylor",1.61468920959356,"Rush","Baylor","Auburn",3,6,17,17,10
2025,1,401752667,"Auburn","Baylor",0.550006033489435,"Rushing Touchdown","Baylor","Auburn",3,5,40,24,10
2025,1,401752667,"Auburn","Baylor",0.00689573128632676,"Kickoff","Baylor","Auburn",3,5,40,24,10
2025,1,401752667,"Baylor","Auburn",-0.748538795232077,"Rush","Baylor","Auburn",3,5,27,10,24
2025,1,401752667,"Baylor","Auburn",2.66329007416315,"Pass Reception","Baylor","Auburn",3,4,54,10,24
2025,1,401752667,"Baylor","Auburn",-0.856727909315778,"Penalty","Baylor","Auburn",3,4,35,10,24
2025,1,401752667,"Baylor","Auburn",-0.940598076807448,"Pass Incompletion","Baylor","Auburn",3,4,11,10,24
2025,1,401752667,"Baylor","Auburn",4.08856233758449,"Pass Reception","Baylor","Auburn",3,3,52,10,24
2025,1,401752667,"Baylor","Auburn",-0.580249842780665,"Penalty","Baylor","Auburn",3,3,20,10,24
2025,1,401752667,"Baylor","Auburn",0.74577507465315,"Pass Reception","Baylor","Auburn",3,3,5,10,24
2025,1,401752667,"Baylor","Auburn",-0.00974770378999823,"Rush","Baylor","Auburn",3,2,33,10,24
