season,A,A0,A0rows,B,Brows
2017,7.90350286938702,8.01505598091206,8.01692330264088,7.96168131209741,7.96162450191642
2018,13.1117134618324,13.1930220185443,13.1867747081912,13.1309381987717,13.1390362274356
2019,11.4382268697147,11.4512718576734,11.4140193828608,11.4422804537427,11.4482575897156
2021,8.10143114626909,8.08222188221374,8.10134504471269,8.08070969512285,8.07821410951387
2022,12.234336868687,12.1845228201131,12.2180494661906,12.2539509316221,12.249770667752
2023,9.32315111646188,9.23209976423655,9.25328697198442,9.33517894055775,9.33009331164435
2024,10.8927456955197,11.0165724420405,11.0030556808004,10.9063400361334,10.9011365231096
2025,13.6367795070053,13.6184154656154,13.6423600080276,13.6373462712846,13.6436687869338
