season,teams,sd_A0_minus_A,maxabs_A0,sd_B_minus_A,maxabs_B
2017,130,0.183977826451927,0.596254394711303,0.0633624328766587,0.19404635594316
2018,130,0.145865081026926,0.466272322122308,0.0525045908366575,0.201915068374351
2019,130,0.243440429321894,0.893886178812423,0.0848455037001581,0.336201180026631
2021,130,0.301715198003297,1.44023144910265,0.123667540227677,0.544400656138511
2022,131,0.241528019174855,0.697281074285326,0.0988615752900721,0.257058593760976
2023,133,0.259739060186791,0.768049513655548,0.106725868738867,0.367809421616584
2024,134,0.26666805968943,0.653433043896749,0.0676402136697346,0.210212807422256
2025,136,0.282983225621751,0.760957095453833,0.0850689458091243,0.353910387705199
