split,slice_type,slice,comparison,A_logloss,A_mae,metric,delta,lo95,hi95,n
dev,season,2022,A0 - A,0.562657947767693,12.4751261230821,brier,0.000825398146522398,-0.000407493865436371,0.00178226241054907,776
dev,season,2022,A0 - A,0.562657947767693,12.4751261230821,mae,0.02875968415491,-0.0289264810075824,0.0823453072395354,776
dev,season,2022,A0 - A,0.562657947767693,12.4751261230821,rmse,0.00343959337349808,-0.0556173622010314,0.0570619051448356,776
dev,season,2022,B - A,0.562657947767693,12.4751261230821,logloss,-0.00044359649023351,-0.00144374396655769,0.000518978567142673,776
dev,season,2022,B - A,0.562657947767693,12.4751261230821,brier,-0.000118867002570325,-0.000499086365404731,0.000232245468475665,776
dev,season,2022,B - A,0.562657947767693,12.4751261230821,mae,-0.0101257924048544,-0.0247737818657402,0.00480051197344692,776
dev,season,2022,B - A,0.562657947767693,12.4751261230821,rmse,-0.00590857636731279,-0.0200738406003582,0.00875011982401151,776
dev,gp_bucket,0,A0 - A,0.481566376588205,13.1892584973097,logloss,-0.00230366019684726,-0.00454392072303553,-0.000574026145421282,442
dev,gp_bucket,0,A0 - A,0.481566376588205,13.1892584973097,brier,-0.000959371111497646,-0.00190599526803855,-0.000178363920034246,442
dev,gp_bucket,0,A0 - A,0.481566376588205,13.1892584973097,mae,-0.0346584385928196,-0.0718771044953553,-0.00499553344190946,442
dev,gp_bucket,0,A0 - A,0.481566376588205,13.1892584973097,rmse,-0.0494157637565778,-0.0937426612387524,-0.00514081227954799,442
dev,gp_bucket,0,B - A,0.481566376588205,13.1892584973097,logloss,0.000707245106840525,-0.000377519665107203,0.00179261274806487,442
dev,gp_bucket,0,B - A,0.481566376588205,13.1892584973097,brier,0.000242329145068617,-0.000181942882421754,0.000646193438013302,442
dev,gp_bucket,0,B - A,0.481566376588205,13.1892584973097,mae,0.0199387768510867,0.00322828852474327,0.0383199481643328,442
dev,gp_bucket,0,B - A,0.481566376588205,13.1892584973097,rmse,0.0335551549016273,0.0103470618087139,0.0595438286078635,442
