split,slice_type,slice,comparison,A_logloss,A_mae,metric,delta,lo95,hi95,n
cond,gp_bucket,7+,B - A,0.553310657040321,12.2015811468116,logloss,0.000275582682734612,-0.000167069083182066,0.000687034756680759,927
cond,gp_bucket,7+,B - A,0.553310657040321,12.2015811468116,brier,0.000104046510435666,-0.000107533296995487,0.000301428155578974,927
cond,gp_bucket,7+,B - A,0.553310657040321,12.2015811468116,mae,0.0107013079794786,0.000912032467589053,0.02023362815719,927
cond,gp_bucket,7+,B - A,0.553310657040321,12.2015811468116,rmse,0.0124049296271469,0.000735054370382039,0.0237589884845312,927
cond,matchup,G5-G5,A0 - A,0.563410462663337,12.3107121141435,logloss,-0.00155924933914188,-0.00338950785438617,0.000377197260701389,923
cond,matchup,G5-G5,A0 - A,0.563410462663337,12.3107121141435,brier,-0.000549085906007857,-0.00136804546925745,0.000307999539149043,923
cond,matchup,G5-G5,A0 - A,0.563410462663337,12.3107121141435,mae,-0.0260842046449999,-0.0640484175678114,0.0133951539278716,923
cond,matchup,G5-G5,A0 - A,0.563410462663337,12.3107121141435,rmse,-0.0313571465951146,-0.0746971293473021,0.0139749494001847,923
cond,matchup,G5-G5,B - A,0.563410462663337,12.3107121141435,logloss,-8.60445671978025e-05,-0.000535669994745602,0.000331787541149174,923
cond,matchup,G5-G5,B - A,0.563410462663337,12.3107121141435,brier,-5.18294123909879e-05,-0.000257283362434453,0.000141464742476625,923
cond,matchup,G5-G5,B - A,0.563410462663337,12.3107121141435,mae,0.00188156093112494,-0.0109421687240615,0.0145451291104388,923
cond,matchup,G5-G5,B - A,0.563410462663337,12.3107121141435,rmse,-0.000264777789700688,-0.013759488631485,0.0122823644715415,923
cond,matchup,P4-G5,A0 - A,0.352807181732092,12.497815832565,logloss,0.00200471125742755,-0.00083859285612641,0.0055483958887206,318
cond,matchup,P4-G5,A0 - A,0.352807181732092,12.497815832565,brier,0.000780690657072606,-0.000272822069048593,0.00213311144645516,318
cond,matchup,P4-G5,A0 - A,0.352807181732092,12.497815832565,mae,0.0216055066411063,-0.0442618942121583,0.0933886398590883,318
cond,matchup,P4-G5,A0 - A,0.352807181732092,12.497815832565,rmse,0.0286445083920555,-0.0248770756016851,0.0903732814430896,318
cond,matchup,P4-G5,B - A,0.352807181732092,12.497815832565,logloss,-2.86313663373606e-05,-0.00061919965174533,0.000675722322557132,318
cond,matchup,P4-G5,B - A,0.352807181732092,12.497815832565,brier,3.16193014732152e-05,-0.000187433281952814,0.000268145021101471,318
cond,matchup,P4-G5,B - A,0.352807181732092,12.497815832565,mae,-0.00962081012044075,-0.0308827995773185,0.0104156353355365,318
cond,matchup,P4-G5,B - A,0.352807181732092,12.497815832565,rmse,-0.00552271889870681,-0.0218773433772502,0.0117312236512231,318
cond,matchup,P4-P4,A0 - A,0.56063766839147,12.1290165457858,logloss,0.00215653934079902,0.000377517682880974,0.00404055449395894,1054
cond,matchup,P4-P4,A0 - A,0.56063766839147,12.1290165457858,brier,0.000980059815678688,0.000270506826446432,0.00168952314969708,1054
cond,matchup,P4-P4,A0 - A,0.56063766839147,12.1290165457858,mae,0.0501300556008119,0.00848144609345344,0.0934553626656476,1054
cond,matchup,P4-P4,A0 - A,0.56063766839147,12.1290165457858,rmse,0.0304619985088852,-0.0103096803073181,0.0728749853928854,1054
cond,matchup,P4-P4,B - A,0.56063766839147,12.1290165457858,logloss,0.000306254675383335,-0.000153783856947643,0.00078996379446517,1054
cond,matchup,P4-P4,B - A,0.56063766839147,12.1290165457858,brier,0.000145943188696121,-4.40776599164466e-05,0.000343156702867423,1054
cond,matchup,P4-P4,B - A,0.56063766839147,12.1290165457858,mae,0.00680643827689115,-0.00296291790592772,0.0162764917063583,1054
cond,matchup,P4-P4,B - A,0.56063766839147,12.1290165457858,rmse,0.00643407505857319,-0.00309452764452396,0.0163301944714435,1054
cond,matchup,with independents,A0 - A,0.473480700016619,12.5409245989538,logloss,0.00373335791301409,-0.00243656637762882,0.0105894990087464,103
cond,matchup,with independents,A0 - A,0.473480700016619,12.5409245989538,brier,0.00108164998705886,-0.00117819156112344,0.00340560354734677,103
cond,matchup,with independents,A0 - A,0.473480700016619,12.5409245989538,mae,0.0109429495903354,-0.135831924204002,0.155875654701514,103
cond,matchup,with independents,A0 - A,0.473480700016619,12.5409245989538,rmse,0.139753618872465,-0.0310549487359599,0.299348728423037,103
cond,matchup,with independents,B - A,0.473480700016619,12.5409245989538,logloss,0.00055820526891023,-0.000541636855157486,0.00173233217320881,103
cond,matchup,with independents,B - A,0.473480700016619,12.5409245989538,brier,0.000152734494553494,-0.00030322760515257,0.000640941550541044,103
cond,matchup,with independents,B - A,0.473480700016619,12.5409245989538,mae,0.0299129608825101,-0.000821880624908818,0.0628461406653524,103
cond,matchup,with independents,B - A,0.473480700016619,12.5409245989538,rmse,0.0233571249947868,-0.010568027617643,0.0625558298352639,103
cond,pred_margin,14-21,A0 - A,0.360214369365873,12.1186833339147,logloss,0.00119004315457109,-0.00199308702508549,0.00429609542994155,352
cond,pred_margin,14-21,A0 - A,0.360214369365873,12.1186833339147,brier,0.000208842907256056,-0.000537863948472532,0.000944117664544432,352
cond,pred_margin,14-21,A0 - A,0.360214369365873,12.1186833339147,mae,0.0314176595158911,-0.0321888494769435,0.0955212375346749,352
cond,pred_margin,14-21,A0 - A,0.360214369365873,12.1186833339147,rmse,0.0253105282973785,-0.0473258043711673,0.0963858435987201,352
cond,pred_margin,14-21,B - A,0.360214369365873,12.1186833339147,logloss,7.83053427765084e-05,-0.000490627473711131,0.000713502619061945,352
cond,pred_margin,14-21,B - A,0.360214369365873,12.1186833339147,brier,1.44632779587799e-05,-0.000125359906963909,0.000169762725333868,352
cond,pred_margin,14-21,B - A,0.360214369365873,12.1186833339147,mae,-0.00856951883097021,-0.0279993937853077,0.011324787721,352
cond,pred_margin,14-21,B - A,0.360214369365873,12.1186833339147,rmse,-0.00298234323371283,-0.0198444798405009,0.0144078526158598,352
cond,pred_margin,21+,A0 - A,0.147044548376374,12.1094596353992,logloss,-0.000575641942896762,-0.00194739056649787,0.000792846167016504,317
cond,pred_margin,21+,A0 - A,0.147044548376374,12.1094596353992,brier,-7.59878127460035e-05,-0.000245684662692832,7.27283528567982e-05,317
cond,pred_margin,21+,A0 - A,0.147044548376374,12.1094596353992,mae,-0.0492138227086812,-0.127303076115982,0.026815421364652,317
cond,pred_margin,21+,A0 - A,0.147044548376374,12.1094596353992,rmse,-0.0324086326657387,-0.0971625026754781,0.0329558730755935,317
cond,pred_margin,21+,B - A,0.147044548376374,12.1094596353992,logloss,-0.000303447930466479,-0.000702729769827042,7.32096041260436e-05,317
cond,pred_margin,21+,B - A,0.147044548376374,12.1094596353992,brier,-3.33342614809766e-05,-8.49888811829265e-05,1.52748554667996e-05,317
cond,pred_margin,21+,B - A,0.147044548376374,12.1094596353992,mae,-0.00398456853277006,-0.0230847063139137,0.014907337310602,317
cond,pred_margin,21+,B - A,0.147044548376374,12.1094596353992,rmse,-0.00194067244670748,-0.0197775690024771,0.0156538329765791,317
cond,pred_margin,7-14,A0 - A,0.57699054804692,12.7281847666059,logloss,-0.000521754262414184,-0.00242176487893893,0.00134569410011414,722
cond,pred_margin,7-14,A0 - A,0.57699054804692,12.7281847666059,brier,-0.000186206027583409,-0.000938485229278413,0.000539587986853898,722
cond,pred_margin,7-14,A0 - A,0.57699054804692,12.7281847666059,mae,-0.021566760242853,-0.0595907926156585,0.0182186860309658,722
cond,pred_margin,7-14,A0 - A,0.57699054804692,12.7281847666059,rmse,-0.0203664073784093,-0.0598772267044152,0.0183017112907677,722
cond,pred_margin,7-14,B - A,0.57699054804692,12.7281847666059,logloss,0.000365655386087693,-0.000140324736118584,0.000867933336978747,722
cond,pred_margin,7-14,B - A,0.57699054804692,12.7281847666059,brier,0.000134946589101435,-5.63060658193894e-05,0.000331510681209615,722
cond,pred_margin,7-14,B - A,0.57699054804692,12.7281847666059,mae,0.01110717694398,-0.00337051897480374,0.025501246375628,722
cond,pred_margin,7-14,B - A,0.57699054804692,12.7281847666059,rmse,0.00701157538094677,-0.00723839737191451,0.0223816913723721,722
cond,pred_margin,|pred A|<7,A0 - A,0.677165243171214,12.0343264643611,logloss,0.00198225347867816,-0.000244086092626472,0.0041492373593415,1007
cond,pred_margin,|pred A|<7,A0 - A,0.677165243171214,12.0343264643611,brier,0.000964113721249064,-9.31281722369196e-05,0.00199458377805296,1007
cond,pred_margin,|pred A|<7,A0 - A,0.677165243171214,12.0343264643611,mae,0.0564766625422001,0.0124386694550744,0.101571366218475,1007
cond,pred_margin,|pred A|<7,A0 - A,0.677165243171214,12.0343264643611,rmse,0.043257748791051,-0.00201677407832043,0.0902230795754349,1007
cond,pred_margin,|pred A|<7,B - A,0.677165243171214,12.0343264643611,logloss,9.57199454599455e-05,-0.000480934345666421,0.000652287761943774,1007
cond,pred_margin,|pred A|<7,B - A,0.677165243171214,12.0343264643611,brier,3.95398349285657e-05,-0.000237152011510839,0.000307851671830856,1007
cond,pred_margin,|pred A|<7,B - A,0.677165243171214,12.0343264643611,mae,0.00515638643069118,-0.00524975994422889,0.0146156420636545,1007
cond,pred_margin,|pred A|<7,B - A,0.677165243171214,12.0343264643611,rmse,0.00346495795357704,-0.00849362460028758,0.015712148199205,1007
