universe,slice_type,slice,comparison,metric,estimate,lo95,hi95,lo90,hi90,se,n
dev,gp_bucket,0,C - I,mae,-0.52430378363424,-0.854082037190139,-0.195281079187708,-0.806021500239524,-0.2614162275679,0.170778177143853,289
dev,gp_bucket,0,C - I,rmse,-0.603055423327369,-0.978704393944439,-0.174517845879079,-0.919273605759322,-0.25941163267733,0.203380144170021,289
dev,gp_bucket,0,C - C2f,logloss,-0.00576098084495351,-0.0156807744651195,-0.000161016055861927,-0.0134934241460902,-0.000915040396923055,0.00397903615371359,289
dev,gp_bucket,0,C - C2f,brier,-0.00200986899449437,-0.00586149577117269,0.00022565379973482,-0.00500703789544264,-9.91115679747137e-05,0.00155791380406593,289
dev,gp_bucket,0,C - C2f,mae,-0.0956480058749201,-0.252907307696251,0.0129573201520397,-0.22003027449845,-0.00465883256237244,0.0681783613490884,289
dev,gp_bucket,0,C - C2f,rmse,-0.104497389792691,-0.298391532137791,0.00709081297885059,-0.25320565593619,-0.00613925131534349,0.0786001327919635,289
dev,gp_bucket,0,C2f - I,logloss,-0.00258773988787979,-0.0165366604173797,0.0110168046100181,-0.0136310061522651,0.00858163116683062,0.0068826846330982,289
dev,gp_bucket,0,C2f - I,brier,-0.000338574668439092,-0.00650223578825709,0.00514155224537272,-0.00535509658812091,0.00420673581220746,0.00294809241188296,289
dev,gp_bucket,0,C2f - I,mae,-0.42865577775932,-0.777121614269416,-0.0685763875211562,-0.720649580234419,-0.133349761360538,0.18211741597988,289
dev,gp_bucket,0,C2f - I,rmse,-0.498558033534678,-0.939910007612565,0.017509406668457,-0.859837149010566,-0.0736836410223969,0.240844981414134,289
dev,gp_bucket,1,C - I,logloss,-0.0169776099028708,-0.0422036986609946,0.0174620996911329,-0.0390638475295992,0.00990510681312087,0.0151549732507927,262
dev,gp_bucket,1,C - I,brier,-0.00759673132737218,-0.0189322627530174,0.00757680759839187,-0.0175614214456482,0.00434554532714223,0.00671972213160403,262
dev,gp_bucket,1,C - I,mae,-0.709378186323216,-1.23324293054985,-0.154049912224894,-1.13049488516387,-0.241941431574976,0.27554732273998,262
