step,rule,tests_pass,def_agreement_r,def_agreement_n,season_range,original_full_r,nmsu_2021_continuity,table_sha256,rows,pass
P4 (amended A2),"unit tests pass; coverage reported; pooled r(cont_def_own, vendor def_returning) >= 0.8 (cont_def unchanged)",TRUE,0.955444234152509,856,0.861-0.996,0.667474152814663,TRUE TRUE TRUE,cdf040eac3f2b7b17566363c0ce61891394ffc7a02a5ce744aed89021f8f2a0a,1704,TRUE
