step,rule,missing_in_season_pulls,confirmed_source_gaps,unexplained_missing,roster_2013_missing,pass
P1 (amended A1),every FBS team-season for which CFBD provides the statistics is present; gaps confirmed by team-specific queries,2,New Mexico State 2020 rushing; New Mexico State 2020 receiving,0,0,TRUE
