split,n,coef_offense,se_off,coef_defense,se_def,intercept
dev,228,1.50152535027596,0.232174927152202,1.05472784882837,0.23790474095417,1.63111063142746
cond,132,1.22684395260704,0.395186656537796,0.962388098779906,0.384016721468119,-0.0471594890662811
