split,model,gp,n,logloss,brier,mae,rmse,bias,calib_slope,pred_sd,winners
dev,S110,0,289,0.463558905853502,0.154219599927426,12.5596956639523,15.9004503605134,-1.84501214134771,1.11949301903495,14.3847018197688,0.750865051903114
dev,S110,1,262,0.493536051682458,0.164687953361693,13.4145690443046,16.3597011353787,-0.608368697801594,1.12833809374146,14.5425014669399,0.736641221374046
dev,S110,2,298,0.505288836086022,0.165379792909834,13.0213653058567,16.4869947877924,1.87569222126744,1.0438471193779,15.1257341710828,0.791946308724832
dev,S110,3,317,0.494691344908232,0.165041029422424,12.5873249845634,15.9216283589991,2.01952934900408,0.940132424544214,14.9842169523388,0.750788643533123
dev,S110,0-3,1166,0.489423841185257,0.16236611730174,12.8772881798816,16.1614247647049,0.434430512777431,1.05404604554851,14.7828766769244,0.758147512864494
dev,S110,4-6,950,0.555221565904157,0.186893159335288,12.9300573500226,16.268421746986,0.356163943908508,0.83564820535271,13.9399442070611,0.717894736842105
dev,S110,7+,1752,0.531073849045547,0.179710394952861,12.6776858610545,16.087116144744,1.22790086422065,0.97600548684591,13.3277110983955,0.712899543378995
dev,S110,all,3868,0.524449345904539,0.176246123603869,12.7998392266884,16.1542086259225,0.774608076196005,0.969014087222863,14.0100117672694,0.727766287487073
dev,S120,0,289,0.461640123415652,0.15393998071032,12.3979781168307,15.7741190229451,-1.50633199197106,1.03025380343999,15.6152754170221,0.750865051903114
dev,S120,1,262,0.493443540708339,0.164540750781865,13.3345521635104,16.2566013195129,-0.218834149007393,1.0668438720753,15.3971682247876,0.740458015267176
dev,S120,2,298,0.504445716281027,0.164650185617207,13.0377238625151,16.5087706372913,1.99605926605721,0.995114230707822,15.8396306622848,0.795302013422819
dev,S120,3,317,0.495027973800409,0.165047048578237,12.613309110598,15.9820821864006,2.16626856880268,0.907785238505621,15.5151308717705,0.741324921135647
dev,S120,0-3,1166,0.488803511560192,0.162078902953139,12.8304708762374,16.129235562409,0.676559438144017,0.999462986014182,15.6072856227962,0.757289879931389
dev,S120,4-6,950,0.554608745947473,0.186766842150284,12.9631791424642,16.3072783584807,0.367033223032766,0.816212609978435,14.2918325375605,0.72
dev,S120,7+,1752,0.531695142721641,0.179936809341299,12.691956084001,16.1019366702072,1.25343441303809,0.959465574268649,13.5466495237975,0.714611872146119
dev,S120,all,3868,0.524393250562978,0.176231073126185,12.800324789608,16.1608196856658,0.861832202275022,0.939640444281932,14.4655024498855,0.728800413650465
dev,S130,0,289,0.460542754116372,0.153873654119846,12.36116672003,15.7532522450258,-1.16765184259441,0.953908052602421,16.8487099521393,0.754325259515571
dev,S130,1,262,0.493784407625579,0.164534105040364,13.2693418016626,16.2177158526883,0.17070039978681,1.01040629063526,16.2623674261923,0.740458015267176
dev,S130,2,298,0.504034008413509,0.164093559101779,13.0921075505049,16.5737629242746,2.11642631084698,0.949375003687922,16.5652440276975,0.795302013422819
dev,S130,3,317,0.495593219347275,0.165146884555745,12.6550513679783,16.070105234579,2.31300778860128,0.876606645398333,16.0550324754591,0.738170347003155
dev,S130,0-3,1166,0.488656565847208,0.161945852982601,12.8319417391285,16.1561747699585,0.918688363510603,0.9487147758909,16.4448996781615,0.757289879931389
dev,S130,4-6,950,0.554167363221034,0.18670670865281,13.0043362713398,16.3590597367386,0.377902502157022,0.796993254543801,14.6498071259503,0.721052631578947
dev,S130,7+,1752,0.53241671385981,0.180197394829083,12.7087612679224,16.1225025698593,1.27896796185553,0.943034952523878,13.7688057140442,0.713470319634703
dev,S130,all,3868,0.524567381985578,0.17629422790549,12.8184884351077,16.1910437330363,0.949056328354036,0.910613284535347,14.9321879772294,0.728541882109617
cond,C0,0,170,0.460917499766625,0.154276204342622,12.887907398857,16.0399961941909,-0.976578855370729,1.10240752073549,14.1773795386692,0.747058823529412
cond,C0,1,155,0.473230212714578,0.159088331432892,12.5715312766049,16.5674679344634,0.163528009580777,1.02408122212408,15.5334515158517,0.748387096774194
