split,model,gp,n,logloss,brier,mae,rmse,bias,calib_slope,pred_sd,winners
cond,D2_C2L,0-3,694,0.474887660707016,0.158798961208033,12.4324960744976,15.6194411175333,0.486446474845339,0.948109323735534,16.1197871279315,0.740634005763689
cond,D2_C2L,4-6,590,0.571647611031902,0.194831704160413,12.947766928648,16.2213058465951,0.404490318298008,0.719024485856784,14.8571471246475,0.705084745762712
cond,D2_C2L,7+,1114,0.553976770115467,0.189092372998026,12.5179747884206,15.6880091283611,-0.0653749260437226,0.850545282443406,13.8741826799993,0.712746858168761
cond,D2_C2L,all,2398,0.535435466617232,0.181737317786831,12.5989819340718,15.801241381301,0.209931390210919,0.852509624469391,14.9128055061887,0.718932443703086
cond,D3_C2L,0,170,0.467152676292541,0.155642369568818,12.8799767948641,16.0330538862421,-0.837083764610281,1.10644294801523,14.1290371890776,0.752941176470588
cond,D3_C2L,1,155,0.46918980666099,0.157047300183503,12.7493574009505,16.5137197876535,0.476443790613737,1.00943124105842,15.8099877044574,0.729032258064516
cond,D3_C2L,2,184,0.453517444605086,0.151846267364301,11.7757506277309,14.3705830476232,-0.296364917923116,0.945753438504575,17.498525363366,0.755434782608696
cond,D3_C2L,3,185,0.499455509172666,0.167778639147688,12.0090595531191,15.1493777582823,2.4685071614011,0.860675833186152,14.9970859837446,0.740540540540541
cond,D3_C2L,0-3,694,0.472603536032369,0.158184864254316,12.325879805625,15.4856837424268,0.480817330724398,0.977160095419502,15.7624461675741,0.744956772334294
cond,D3_C2L,4-6,590,0.567480970351423,0.193206226272703,12.7200983304305,15.9419914194195,0.379713870998526,0.762939548834792,14.1823954774188,0.706779661016949
cond,D3_C2L,7+,1114,0.552803762116413,0.188622631909867,12.4617906073992,15.6268452291188,-0.0715312601433921,0.867801664596563,13.6431111119227,0.715439856373429
cond,D3_C2L,all,2398,0.533204344249995,0.180941443386565,12.4860105657633,15.6644511655346,0.199346366810727,0.881304170124257,14.537663082758,0.72185154295246
cond,D4_C2L,0,170,0.465768454063205,0.155343138829875,12.8726729159421,16.0274946168896,-0.832343597687022,1.1074544272991,14.1226106725806,0.752941176470588
cond,D4_C2L,1,155,0.469248063931629,0.157060464672257,12.7191591280967,16.5008704833582,0.455273105893815,1.01627248064679,15.7176996326651,0.735483870967742
cond,D4_C2L,2,184,0.452253018768135,0.15167815796255,11.7565099325961,14.3190283585285,-0.246072630174652,0.960570731754859,17.2607016676233,0.75
cond,D4_C2L,3,185,0.498289233553244,0.167478568780274,11.9008811222782,15.0183534582378,2.41736511769399,0.885221968717334,14.6788070689197,0.751351351351351
cond,D4_C2L,0-3,694,0.47163134115394,0.157989945122102,12.2834076308131,15.4344475752087,0.476951156524496,0.991038536183885,15.5908701693124,0.747838616714697
cond,D4_C2L,4-6,590,0.565134747854721,0.192324358943483,12.5948890517235,15.7911470273636,0.364901910836966,0.791926066286011,13.7648459024303,0.715254237288136
cond,D4_C2L,7+,1114,0.55196919815734,0.188263469986676,12.4154022158556,15.5796593389254,-0.0760577932731797,0.883754960296869,13.4303969527894,0.710053859964093
cond,D4_C2L,all,2398,0.531958022828356,0.180501209031088,12.421362595815,15.5902134484682,0.192480337079019,0.900343522183212,14.2917718222946,0.722268557130942
cond,D5_C2L,0,170,0.464932074548033,0.155178209894533,12.8686869263078,16.0244038202862,-0.829639534409101,1.10802017572335,14.1190081506899,0.752941176470588
cond,D5_C2L,1,155,0.469361789185828,0.157097104238801,12.7012201594563,16.4951314564881,0.442573501464036,1.02007350489349,15.6657633548998,0.729032258064516
cond,D5_C2L,2,184,0.45158336938159,0.151635692212224,11.750359025583,14.2967341817105,-0.21687218880274,0.969075795609997,17.1230202485082,0.744565217391304
cond,D5_C2L,3,185,0.497707170471949,0.167366806201075,11.841184222605,14.950063100769,2.38678268614245,0.900031132857088,14.4882962316539,0.756756756756757
cond,D5_C2L,0-3,694,0.471119159222611,0.157916676301632,12.2608804669701,15.4091179902154,0.474366694631162,0.999062589291077,15.4908324521885,0.746397694524496
cond,D5_C2L,4-6,590,0.563734142117781,0.191811722597375,12.5174095451976,15.7024815382446,0.355410924343057,0.811681611845098,13.4908924262348,0.716949152542373
cond,D5_C2L,7+,1114,0.551409413675257,0.188013447500859,12.3816718499484,15.5471329400391,-0.0791867157204567,0.896877187683093,13.2564896162223,0.711849192100539
cond,D5_C2L,all,2398,0.5312051406106,0.180237727356856,12.3801105573755,15.5457802347476,0.187943673946556,0.913710090708502,14.1198850253642,0.723102585487907
cond,O110,0,170,0.461117456180822,0.15459747001557,12.81669524359,15.930070756264,-0.491529621032234,1.05911604387088,14.7962830371098,0.752941176470588
cond,O110,1,155,0.47127247371683,0.157527346214359,12.6954725946074,16.4829610190346,0.678217564476901,0.995598335561752,16.0664877816545,0.729032258064516
cond,O110,2,184,0.450549205882209,0.15242757290416,11.7533672365318,14.2983653961991,0.0220302799665424,0.970763872287533,17.0877611156988,0.733695652173913
cond,O110,3,185,0.497022075497699,0.167937529503318,11.6982749432213,14.7946476098791,2.32559665118664,0.937563791432097,14.0362880088485,0.751351351351351
cond,O110,0-3,694,0.470154666896613,0.158232600775723,12.2095632270781,15.3425211534201,0.656848182855636,0.994897941313409,15.6291410193106,0.742074927953891
cond,O110,4-6,590,0.559887977486838,0.19059596186333,12.3233335656462,15.4454866984481,0.321484971046412,0.890903651151576,12.470865451064,0.713559322033898
cond,O110,7+,1114,0.550996276471423,0.187639577732516,12.3001728442553,15.4847146157071,-0.0711293647385976,0.972107575592635,12.247005747241,0.706463195691203
cond,O110,all,2398,0.52978778045565,0.179856351973202,12.2796481367072,15.4340293584144,0.236151234153627,0.961897856224022,13.5089671066539,0.718515429524604
cond,O120,0,170,0.460576651002243,0.154545942017049,12.8356123785428,15.8851490877296,-0.163142336945216,1.01237655297058,15.4888634795625,0.752941176470588
cond,O120,1,155,0.471942541728866,0.157598310654845,12.7491434058126,16.5102676601287,0.963938087975224,0.960291819124532,16.65433975043,0.735483870967742
cond,O120,2,184,0.451289329149716,0.152901850188829,11.7640406456086,14.3494105672184,0.15261009759955,0.943143368366806,17.5645799183156,0.733695652173913
cond,O120,3,185,0.497499811734651,0.168327195170095,11.7386754441876,14.8316653301794,2.38323666175638,0.917809438151708,14.3299053331324,0.751351351351351
cond,O120,0-3,694,0.470495427050164,0.158465446449008,12.2397835276944,15.3598221688011,0.851088251784901,0.963178859633748,16.1455785659528,0.743515850144092
cond,O120,4-6,590,0.560287124386797,0.190778550335327,12.3406978149908,15.4656563042879,0.328145668198571,0.8774628651339,12.6568837324024,0.711864406779661
cond,O120,7+,1114,0.551353048614837,0.187761860238981,12.3162141036121,15.4986618046081,-0.0513079452527421,0.960902680667837,12.3744998529208,0.708258527827648
cond,O120,all,2398,0.530150344419496,0.180025469908123,12.3001184280602,15.4504736152732,0.303212735598133,0.941872588511542,13.7903928693653,0.719349457881568
cond,O130,0,170,0.46033604718696,0.15456499850891,12.8733642909916,15.8793429834618,0.165244947141802,0.969330074943463,16.1837872493957,0.752941176470588
cond,O130,1,155,0.47280499476414,0.157725084163516,12.8135284064113,16.5673303229584,1.24965861147355,0.926970173875781,17.2461784338595,0.735483870967742
cond,O130,2,184,0.452156975778639,0.153403729081509,11.7925414940663,14.4209215037699,0.283189915232556,0.91674309343832,18.0444279880353,0.733695652173913
cond,O130,3,185,0.498085644364125,0.168749820000786,11.7832291293015,14.8780857454876,2.44087667232613,0.89842489583645,14.6271079578751,0.751351351351351
cond,O130,0-3,694,0.471015316946481,0.158744150782425,12.2828441733304,15.4017412332875,1.04532832071416,0.93291650747408,16.6665295324587,0.743515850144092
cond,O130,4-6,590,0.560742616485065,0.190985466468199,12.3650573150506,15.4903761948208,0.334806365350734,0.864039615683471,12.8457324626748,0.713559322033898
cond,O130,7+,1114,0.551742478573587,0.187896728780315,12.3348476614321,15.5149109993201,-0.0314865257668884,0.949716500230176,12.5035369422613,0.707360861759426
cond,O130,all,2398,0.530593784327782,0.180219692126986,12.3272301780678,15.4761982050701,0.370274237042639,0.922101407432221,14.0760968924192,0.719349457881568
cond,O140,0,170,0.460351741698991,0.154640559678505,12.9345859646037,15.9126952600946,0.493632231228821,0.929587824431566,16.8807649485975,0.758823529411765
cond,O140,1,155,0.47383072628175,0.157899680535175,12.9134559942309,16.6538431425836,1.53537913497187,0.895519081479931,17.8416070965415,0.741935483870968
cond,O140,2,184,0.453133009818066,0.153926898474988,11.8358100702335,14.5125956733144,0.413769732865564,0.89151083350486,18.5270699537913,0.728260869565217
cond,O140,3,185,0.498767523126745,0.169200420109992,11.8328982809986,14.9338211738128,2.49851668289587,0.879439892270335,14.9276817400337,0.751351351351351
cond,O140,0-3,694,0.471688795745637,0.159060479348767,12.3448710778042,15.468078200701,1.23956838964343,0.904068275926381,17.1915836176422,0.744956772334294
cond,O140,4-6,590,0.56124910179839,0.191214419682842,12.3950357626681,15.519624626777,0.341467062502894,0.850666298147725,13.0372886429555,0.711864406779661
cond,O140,7+,1114,0.552162366286704,0.18804343418688,12.3548028026109,15.5334549756166,-0.0116651062810363,0.938562965490654,12.6340697379197,0.707360861759426
cond,O140,all,2398,0.531108369621314,0.180435723922062,12.3618273353123,15.5111569547692,0.437335738487144,0.902635517247453,14.36582392307,0.719349457881568
cond,S090,0,170,0.464797501153875,0.155249728932831,12.9741469863816,16.2593166460197,-1.46566102880918,1.22921666965268,12.7369922015896,0.741176470588235
cond,S090,1,155,0.469640036249167,0.157193735474674,12.603392941625,16.5614380536486,-0.211235037487822,1.11439981983519,14.3519409712974,0.729032258064516
cond,S090,2,184,0.449562792444147,0.151318331265871,11.7976182573077,14.292176039371,-0.411782410868389,1.05865790170122,15.6991499060848,0.744565217391304
cond,S090,3,185,0.497187830451659,0.167513206602662,11.6337652041912,14.7356759322971,2.13912467679558,0.999071180030878,13.1778692242683,0.751351351351351
cond,S090,0-3,694,0.470474183368962,0.157910661515229,12.2221026163642,15.4290992642505,0.0548505704599805,1.09873195550258,14.1227633034884,0.742074927953891
cond,S090,4-6,590,0.559469172315807,0.190359984060725,12.2989265097921,15.415567367352,0.301300395672266,0.928994808783599,11.9530070947157,0.71864406779661
cond,S090,7+,1114,0.550292730953852,0.187412651306341,12.2670605358902,15.4624537485587,-0.12880311084234,1.00385503766474,11.8879871924291,0.709156193895871
cond,S090,all,2398,0.52945037414803,0.179599701102026,12.2618896136429,15.4412782523761,0.0301696680014584,1.02160515295815,12.7064384555766,0.721017514595496
cond,S110,0,170,0.460557240618082,0.15455907746316,12.8662333527976,15.9105763930594,-0.17417278142933,1.01161844779505,15.4779731123992,0.752941176470588
cond,S110,1,155,0.472694168205701,0.158009702768871,12.799250213987,16.5191487760776,0.996229119444977,0.961472332660159,16.6246540397283,0.735483870967742
cond,S110,2,184,0.450879256535878,0.152763848542844,11.7450625182904,14.3218098030982,0.194683335535459,0.945716056486828,17.5401813799554,0.733695652173913
cond,S110,3,185,0.496526900138907,0.167788258338956,11.7259366214139,14.8309923177338,2.3967886044382,0.918226095689113,14.3251933138478,0.751351351351351
cond,S110,0-3,694,0.470290470756854,0.158380292539629,12.2500478839634,15.3613984789462,0.870365657392762,0.964218977531081,16.1275083373506,0.743515850144092
cond,S110,4-6,590,0.559834610608276,0.190603864463544,12.3331386465711,15.45859026358,0.328348152116236,0.879705334367646,12.6313651491192,0.711864406779661
cond,S110,7+,1114,0.551173458184906,0.187691541582742,12.3078622057024,15.4912370450504,-0.0530984576065587,0.962826771992809,12.3591728679622,0.704667863554758
cond,S110,all,2398,0.529896263295298,0.179925179474215,12.2973492619266,15.4457274724184,0.308009797416785,0.94338250686153,13.7735314922659,0.71768140116764
cond,S120,0,170,0.460110074519971,0.154607190526466,12.9694334552261,15.95247208657,0.471571342260592,0.929117789329941,16.8512052303405,0.752941176470588
cond,S120,1,155,0.475039389848804,0.158606375366873,12.9833903739228,16.6615475109628,1.59996119791138,0.898356423142144,17.7746614513555,0.735483870967742
cond,S120,2,184,0.452194424665392,0.153602224794888,11.7965859790428,14.4527176892597,0.497916208737382,0.896408583489725,18.4753631057718,0.728260869565217
cond,S120,3,185,0.496702694797176,0.168090889659768,11.8026881248236,14.9269261842802,2.52562056825951,0.880861030273756,14.9128172455103,0.751351351351351
cond,S120,0-3,694,0.471100274885979,0.158828291816543,12.3505739460846,15.4633285604371,1.27812320085915,0.906514359985634,17.1496158243286,0.742074927953891
cond,S120,4-6,590,0.560291213888548,0.190838591211886,12.3763383196062,15.5016025697906,0.34187203033822,0.855323894532926,12.982988644481,0.706779661016949
cond,S120,7+,1114,0.55177743202341,0.187891200513929,12.3352400669396,15.5169114377573,-0.0152461309886669,0.942472069408921,12.6019151227601,0.708258527827648
cond,S120,all,2398,0.530523547222348,0.180205338076819,12.3497895586827,15.4976542474922,0.446929862124448,0.905809907279621,14.3289659494825,0.71768140116764
cond,S130,0,170,0.460406036992476,0.154803426321339,13.1655762455762,16.1383358933691,1.11731546595051,0.85896291403052,18.2257144538048,0.752941176470588
cond,S130,1,155,0.47770735193364,0.159272309034535,13.282724893217,16.9100058778651,2.20369327637777,0.842403272862127,18.9315626726208,0.735483870967742
cond,S130,2,184,0.453797754501026,0.154472490145631,11.9072012503645,14.6586637472767,0.801149081939305,0.851297109814153,19.4184436884475,0.728260869565217
cond,S130,3,185,0.49713363613676,0.168470891841528,11.8900379858044,15.0542922882169,2.65445253208083,0.845549963128884,15.5083440121886,0.745945945945946
cond,S130,0-3,694,0.472308610017182,0.159357123274437,12.5180869994776,15.6539448284505,1.68588074432554,0.854370401655985,18.1819312842447,0.740634005763689
cond,S130,4-6,590,0.560893891338906,0.191132934123207,12.4333520263063,15.5588034832136,0.355395908560207,0.831329081466944,13.3420390566287,0.710169491525424
cond,S130,7+,1114,0.552474241457184,0.188125649382253,12.3662467305081,15.550061622046,0.0226061956292255,0.922323103160372,12.8490652538921,0.703770197486535
cond,S130,all,2398,0.531345236123929,0.180539719806915,12.4267009720368,15.5823445877323,0.585849926832113,0.869656063520772,14.8968305473138,0.716013344453712
