split,model,n,logloss,brier,mae,rmse,bias,calib_slope,pred_sd,winners,p4g5,J
dev,C0,3868,0.526126892789367,0.176808280376259,12.8343786429205,16.2065963810173,0.638047045732453,0.998500866237087,13.5201158069384,0.725180972078594,4.57040082089314,0.491399931752799
dev,C2L,3868,0.524781987375261,0.176356572101221,12.8167753492527,16.1712395139262,0.687383950116989,0.998445691910764,13.5668435371483,0.726473629782834,4.41968781921602,0.483482988087412
dev,NP,3868,0.558628039784485,0.190141621634703,13.8302140491495,17.5796336742425,-0.184857310673176,1.15640462175248,10.1513728526563,0.705274043433299,12.4987721162095,0.519529926968525
dev,I,3868,0.532073224728558,0.179627158757493,12.9722836425514,16.3502689404593,0.639237335066428,1.07506827490352,12.4362573596201,0.72182006204757,5.76844784484817,
cond,C0,2398,0.530400815436501,0.180026747851373,12.2655510379735,15.4395420857215,0.121507272998011,0.984504148534084,13.1846836959626,0.720183486238532,0.484793513531429,0.487817459670309
cond,C2L,2398,0.529516807157986,0.179716055587385,12.2679998774215,15.4268951115592,0.169089732709121,0.982114345103234,13.2320925826725,0.721017514595496,0.338165532867354,0.474871463298121
cond,NP,2398,0.561607832205283,0.191452944532032,13.3325843647918,16.9873853205742,-1.22011091436751,1.22011979236522,9.11950132678409,0.702668890742285,13.3916521379658,0.507565420815676
cond,I,2398,0.536160321552213,0.182019337927753,12.5177272847679,15.7874822415908,-0.0429618692898125,1.01473716473665,12.3702168872458,0.718932443703086,3.44132543039082,
